student_id,student_name,gender,age,department,semester,city,family_income_group,attendance_percentage,login_count,hours_studied_online,videos_watched,assignments_submitted,quiz_attempts,discussion_posts,ai_tool_usage_count,subject,internal_marks,practical_marks,final_exam_marks,total_marks,grade,cgpa,technical_skill_score,aptitude_score,communication_score,interview_score,internship_completed,placement_status,package_lpa,performance_label
101353,Student_101353,Other,19,Cyber Security,7,Nashik,Upper Middle,79.04,35,48.26,24,7,6,3,6,Deep Learning,,23.13,44.6,58.8,B,5.5,42.59,42.12,51.05,31.37,No,Not Placed,0,Average
101354,Student_101354,Male,19,Cyber Security,1,Thane,High,89.92,44,70.58,35,9,13,5,13,NLP,26.8,16.89,77.18,69.95,B,6.64,61.88,56.85,,66.52,No,Not Placed,60,Average
101355,Student_101355,Female,20,IT,1,Nashik,Low,75.7,39,26.7,17,7,13,5,6,Statistics,14.27,14.26,52.96,46.69,C,4.79,55.49,53.28,59.8,34.78,No,Not Placed,0,Poor
101356,Student_101356,Female,25,AIML,7,Kolhapur,Lower Middle,76.58,61,62.19,26,10,16,7,10,Apache Spark,34.34,24.4,66.24,75.14,A,7.63,73.37,59.58,59.49,79.27,No,Placed,11.73,Good
101357,Student_101357,Female,21,AIML,1,Kolhapur,Lower Middle,83.4,50,91.03,30,9,13,9,11,Statistics,34.16,25.53,85.31,85.3,A+,8.74,78.14,87.74,76.44,73.68,Yes,Placed,8.32,Excellent
101358,Student_101358,Other,19,AIML,6,,Low,,48,49.17,25,10,14,5,11,Big Data,31.02,23.61,65.62,71.82,A,7.6,73.99,39.19,64.06,46.27,Yes,Not Placed,0,Good
101359,Student_101359,Other,20,ECE,1,Kolhapur,Middle,49.85,5,4.88,3,0,0,0,0,Statistics,20.5,13.38,38.18,43.38,C,4.46,51.63,43.84,26.32,37.32,No,Not Placed,0,Poor
101360,Student_101360,Male,23,CSE,6,Pune,Low,61.37,37,7.79,16,8,8,5,6,Statistics,29.36,21.99,59.83,66.6,B,6.71,40.35,42.91,36.48,52.06,No,Not Placed,0,Average
101361,Student_101361,Female,23,IT,6,Satara,Middle,78.96,55,79.06,28,10,11,5,9,Machine Learning,32.01,19.0,59.59,66.47,B,6.94,57.33,54.62,75.45,45.26,Yes,Placed,13.6,Average
101362,Student_101362,Female,20,Cyber Security,2,Nagpur,High,82.01,39,52.6,31,10,14,4,11,Deep Learning,33.56,25.9,70.36,77.62,A,7.7,47.74,46.71,94.34,53.87,No,Not Placed,0,Good
101363,Student_101363,Other,18,Data Science,8,Satara,Upper Middle,,27,88.18,,4,8,2,9,NLP,40,30,100,100.0,A+,10,93.83,79.22,35.48,76.7,Yes,Placed,4.57,Excellent
101364,Student_101364,Male,25,AIML,2,Satara,Middle,58.25,16,37.06,8,7,4,4,2,Big Data,20.86,12.09,58.64,53.03,C,5.21,22.85,47.16,37.23,39.8,No,Not Placed,0,Poor
101365,Student_101365,Female,19,IT,3,Thane,Lower Middle,57.25,33,29.91,15,7,9,3,5,Statistics,19.97,11.03,62.47,53.56,C,5.29,50.25,55.25,34.18,63.64,No,Not Placed,0,Poor
101366,Student_101366,,19,Data Science,1,Satara,Low,73.05,28,36.22,21,11,7,2,6,Apache Spark,23.57,15.47,62.27,59.12,B,6.14,58.8,48.69,60.61,23.95,Yes,Not Placed,0,Average
101367,Student_101367,Other,20,ECE,1,Nagpur,High,65.0,26,29.35,16,4,8,3,4,NLP,26.14,17.59,64.12,63.39,B,6.41,52.65,52.95,36.21,68.12,No,Not Placed,0,Average
101368,Student_101368,,18,AIML,8,Nashik,Middle,67.34,16,14.56,1,6,7,1,4,Apache Spark,15.14,21.33,52.71,51.93,C,5.52,55.97,49.78,54.64,9.78,No,Not Placed,0,Poor
101369,Student_101369,Male,19,ECE,8,Mumbai,Lower Middle,77.71,21,30.75,14,7,11,3,5,Apache Spark,31.94,23.5,60.39,69.82,B,7.03,66.69,69.92,51.7,43.9,No,Placed,9.96,Average
101370,Student_101370,Male,22,AIML,4,Nagpur,Upper Middle,73.63,27,47.21,15,7,8,0,5,Machine Learning,15.48,22.53,67.16,60.21,B,6.29,70.28,34.61,32.98,56.72,No,Not Placed,0,Average
101371,Student_101371,Other,18,ECE,2,Nagpur,Low,57.62,8,13.91,10,5,5,2,5,Statistics,25.29,16.31,60.32,60.0,B,5.83,53.62,54.74,49.74,22.96,Yes,Not Placed,0,Average
101372,Student_101372,Female,20,ECE,6,Pune,Upper Middle,81.07,48,58.83,27,9,12,4,3,Big Data,20.51,10.14,51.7,47.99,C,4.87,39.19,45.39,54.32,54.96,Yes,Not Placed,0,Poor
101373,Student_101373,Other,22,Cyber Security,8,Mumbai,High,77.1,32,50.36,23,6,12,4,4,NLP,35.95,20.3,81.02,81.01,A,8.2,83.72,68.58,33.44,79.5,No,Placed,4.19,Good
101374,Student_101374,Other,19,IT,3,Nagpur,Middle,71.07,38,14.14,20,6,11,3,5,NLP,28.14,19.18,47.59,57.69,B,5.69,49.48,53.37,50.49,,Yes,Not Placed,0,Average
101375,Student_101375,Other,25,Data Science,3,Kolhapur,Low,72.67,34,32.59,21,5,8,0,0,Machine Learning,15.55,9.61,68.07,52.1,C,5.11,,51.75,46.05,51.48,No,Not Placed,0,Poor
101376,Student_101376,Other,24,Cyber Security,4,Nashik,High,87.03,70,62.52,26,12,15,8,11,Machine Learning,27.51,30,76.0,78.63,A,7.76,73.46,71.46,,73.69,No,Not Placed,0,Good
101377,Student_101377,Male,22,Data Science,7,Nagpur,Middle,85.46,71,77.05,40,12,18,8,15,Machine Learning,16.91,11.78,59.64,50.35,C,5.43,46.13,32.05,83.88,62.2,No,Not Placed,0,Poor
101378,Student_101378,Other,21,IT,2,Nashik,,66.01,23,18.83,18,4,8,2,7,Deep Learning,12.35,7.65,44.21,36.47,C,3.77,17.7,0,55.24,56.18,No,Not Placed,0,Poor
101379,Student_101379,Other,22,IT,7,Nagpur,Lower Middle,83.29,57,64.45,28,12,15,8,11,Statistics,20.65,22.05,83.56,71.97,A,7.32,56.47,57.71,63.95,42.73,Yes,Not Placed,0,Good
101380,Student_101380,Other,22,Data Science,1,Nagpur,Lower Middle,85.38,53,57.43,27,8,13,4,10,Big Data,22.72,13.25,48.12,49.94,C,5.12,,29.28,77.34,30.78,No,Not Placed,0,Poor
101381,Student_101381,,20,ECE,5,Nagpur,High,51.9,0,,4,1,3,0,0,NLP,12.46,13.89,36.16,36.69,C,3.66,27.11,64.06,21.9,16.32,No,Not Placed,0,Poor
101382,Student_101382,Female,19,AIML,7,Nagpur,High,71.99,23,54.1,14,9,10,5,6,Deep Learning,27.91,28.9,77.74,79.07,A,8.04,82.72,68.79,71.26,49.46,Yes,Placed,5.91,Good
101383,Student_101383,Male,25,Cyber Security,4,Kolhapur,Upper Middle,60.29,15,10.22,11,7,8,7,3,Deep Learning,16.38,14.48,48.67,46.27,C,5.02,39.45,26.16,57.55,22.31,No,Not Placed,0,Poor
101384,Student_101384,Female,22,IT,3,Mumbai,High,77.77,35,58.68,19,8,9,2,7,NLP,37.01,26.49,,83.49,A,8.23,98.75,96.89,38.44,68.39,Yes,Not Placed,0,Good
101385,Student_101385,Other,23,CSE,4,Mumbai,Lower Middle,80.06,31,32.24,20,8,7,0,4,Deep Learning,20.53,26.05,68.74,67.13,B,6.99,57.52,42.82,59.96,44.53,No,Not Placed,0,Average
101386,Student_101386,Other,22,AIML,5,Satara,Low,75.96,58,38.04,20,10,9,6,10,Big Data,29.26,20.73,55.28,63.4,B,6.28,61.55,42.01,60.25,62.45,No,Placed,3.41,Average
101387,Student_101387,Female,19,AIML,8,Nagpur,Low,80.69,42,46.38,20,9,10,6,7,Big Data,30.05,20.31,67.52,69.84,B,6.6,64.89,39.9,74.48,74.46,Yes,Not Placed,0,Average
101388,Student_101388,Male,25,ECE,2,Nagpur,Lower Middle,65.29,29,4.23,21,8,8,2,2,NLP,16.19,13.57,32.41,37.4,C,3.52,27.99,26.61,30.42,26.1,Yes,Not Placed,0,Poor
101389,Student_101389,Female,23,CSE,1,Satara,Upper Middle,68.13,40,67.23,20,8,8,3,3,Big Data,22.31,30,74.79,74.13,A,7.53,52.72,58.17,68.05,59.01,Yes,Placed,8.42,Good
101390,Student_101390,Female,23,AIML,1,Satara,Upper Middle,98,58,90.69,35,12,17,6,17,Statistics,37.29,29.29,67.72,81.35,A,8.35,67.94,44.55,97.1,76.58,Yes,Placed,3.94,Good
101391,Student_101391,Other,23,ECE,6,Mumbai,Middle,,57,55.16,31,12,13,8,10,NLP,23.84,13.1,57.92,55.57,B,6.05,43.39,42.73,69.44,53.46,No,Not Placed,0,Average
101392,Student_101392,Male,21,Cyber Security,3,Thane,Middle,85.69,36,63.31,25,12,14,6,6,Machine Learning,36.49,26.97,91.2,90.95,A+,9.68,82.19,75.38,62.96,84.47,No,Not Placed,0,Excellent
101393,Student_101393,Male,22,AIML,7,Nashik,Lower Middle,83.43,49,72.55,23,11,15,6,10,Machine Learning,29.39,27.82,81.55,81.37,A,7.8,78.49,69.12,68.39,63.55,Yes,Placed,10.24,Good
101394,Student_101394,Male,23,Data Science,7,Mumbai,Low,62.87,31,19.24,14,7,11,9,1,Machine Learning,32.89,14.77,67.63,68.33,B,6.95,71.59,56.19,47.95,50.16,Yes,Not Placed,0,Average
101395,Student_101395,Male,18,AIML,8,Satara,Middle,77.99,10,56.53,15,6,8,0,3,Big Data,31.12,22.18,70.27,73.27,A,7.66,65.56,44.57,48.0,63.78,Yes,Not Placed,0,Good
101396,Student_101396,Other,25,Data Science,6,Nashik,Lower Middle,67.89,17,17.04,12,4,5,0,0,NLP,24.01,25.5,66.44,68.23,B,6.64,56.26,55.15,41.16,54.11,No,Not Placed,0,Average
101397,Student_101397,Female,18,IT,3,Nashik,Upper Middle,67.15,41,33.48,21,7,10,9,8,NLP,19.86,8.42,69.76,55.39,B,5.38,49.2,55.72,40.72,40.0,No,Not Placed,0,Average
101398,Student_101398,Female,25,AIML,3,Mumbai,High,91.37,46,76.92,18,10,15,6,10,Apache Spark,32.69,30,62.16,75.6,A,7.77,77.17,83.22,81.45,96.66,No,Placed,11.86,Good
101399,Student_101399,Male,19,Cyber Security,3,Thane,Low,90.23,61,72.76,37,10,16,4,12,Machine Learning,32.94,30,75.42,82.42,A,7.83,74.76,56.67,73.35,63.85,No,Not Placed,0,Good
101400,Student_101400,Male,22,Cyber Security,8,Nagpur,Middle,74.82,56,39.11,15,9,8,2,7,Big Data,21.58,13.86,51.27,51.06,C,5.01,48.49,75.56,65.96,56.57,No,Not Placed,0,Poor
101401,Student_101401,Female,22,ECE,8,Kolhapur,Middle,,47,62.16,31,11,19,6,10,Statistics,,21.66,77.39,80.34,A,8.06,78.39,59.88,84.41,90.32,No,Placed,9.94,Good
101402,Student_101402,Male,20,IT,8,Nagpur,Middle,65.72,20,27.74,13,3,7,1,1,Deep Learning,10.55,14.77,38.04,36.78,C,3.51,26.58,53.85,26.43,26.55,Yes,Not Placed,0,Poor
101403,Student_101403,Female,21,CSE,7,Mumbai,Upper Middle,61.21,26,27.04,5,4,8,0,2,Machine Learning,13.81,23.35,46.72,49.28,C,4.78,72.46,71.24,46.56,16.26,No,Not Placed,0,Poor
101404,Student_101404,Other,23,AIML,7,Mumbai,Lower Middle,64.47,23,19.5,16,5,7,4,5,Apache Spark,14.26,18.55,54.75,50.44,C,4.97,20.99,,56.58,17.39,Yes,Not Placed,0,Poor
101405,Student_101405,Female,22,ECE,7,Nashik,High,77.0,35,43.94,21,9,10,3,10,Deep Learning,20.33,18.49,52.7,53.93,C,5.32,53.61,46.19,66.37,33.62,No,Not Placed,0,Poor
101406,Student_101406,Male,25,Data Science,1,Thane,,68.03,17,31.39,8,4,5,0,0,Machine Learning,32.61,25.52,81.39,82.17,A,8.25,100,66.31,33.33,51.79,Yes,Placed,12.28,Good
101407,Student_101407,Other,18,ECE,2,Satara,High,73.12,30,21.68,21,9,10,1,7,Machine Learning,13.24,12.16,58.83,47.45,C,4.55,27.21,22.37,72.84,33.93,No,Not Placed,0,Poor
101408,Student_101408,Female,22,AIML,6,Satara,Upper Middle,85.55,40,39.57,27,8,13,9,10,Machine Learning,28.65,22.05,67.32,69.85,B,6.81,46.27,56.62,60.74,42.67,No,Not Placed,0,Average
101409,Student_101409,Other,19,Data Science,4,Kolhapur,Lower Middle,88.86,40,95.11,33,9,15,8,5,Deep Learning,39.55,30,94.54,96.93,A+,9.36,99.0,85.19,67.22,,No,Placed,8.75,Excellent
101410,Student_101410,Other,22,Data Science,6,Nagpur,Low,52.04,38,4.02,12,8,11,2,5,Apache Spark,6.51,7.88,29.24,24.75,C,2.77,51.38,33.46,60.64,1.28,No,Not Placed,0,Poor
101411,Student_101411,Male,18,AIML,6,Pune,Middle,71.57,41,47.1,21,8,7,5,6,Deep Learning,21.73,26.59,57.82,62.93,B,6.45,62.66,47.24,55.5,59.85,No,Not Placed,0,Average
101412,Student_101412,Male,21,ECE,5,Mumbai,Middle,72.25,35,57.01,22,7,12,5,6,Machine Learning,34.99,24.76,72.66,79.08,A,7.63,78.96,54.0,66.85,64.79,No,Placed,3.52,Good
101413,Student_101413,Male,22,CSE,2,Kolhapur,High,77.79,31,22.1,19,8,6,4,5,NLP,27.01,15.52,66.27,63.74,B,6.38,48.24,63.68,64.53,46.99,No,Not Placed,0,Average
101414,Student_101414,Male,18,CSE,2,Nashik,Upper Middle,65.8,43,14.49,19,8,8,3,6,Apache Spark,17.34,2.16,35.29,32.09,C,2.91,14.91,26.73,63.99,18.76,No,Not Placed,0,Poor
101415,Student_101415,Female,20,AIML,7,Nashik,Upper Middle,84.83,39,48.29,25,7,8,9,8,Big Data,22.0,23.1,54.56,59.17,B,5.74,51.51,41.43,53.53,74.22,No,Not Placed,0,Average
101416,Student_101416,Female,25,IT,4,Thane,Low,61.01,16,0,9,5,2,2,2,Apache Spark,15.98,3.79,34.05,31.53,C,3.17,14.89,43.54,36.76,36.93,No,Not Placed,0,Poor
101417,Student_101417,Female,22,Cyber Security,6,Nagpur,High,52.85,2,19.72,2,2,2,2,0,Machine Learning,10.25,15.55,70.73,53.42,C,5.42,44.22,71.86,16.91,27.71,No,Not Placed,0,Poor
101418,Student_101418,Other,25,IT,4,Satara,Middle,81.42,36,,23,8,11,5,8,Apache Spark,17.62,20.88,60.93,57.61,B,6.32,47.78,50.5,74.08,51.48,No,Not Placed,0,Average
101419,Student_101419,Other,19,Cyber Security,5,Pune,Upper Middle,69.35,35,14.24,11,6,7,1,3,NLP,,14.99,65.45,61.83,B,6.13,39.78,53.15,29.5,33.24,No,Not Placed,0,Average
101420,Student_101420,Female,21,AIML,6,Nashik,Middle,68.04,32,62.85,25,7,3,3,7,Apache Spark,37.46,30,98.41,97.3,A+,9.71,100,88.78,59.25,64.53,No,Not Placed,0,Excellent
101421,Student_101421,Other,20,IT,7,Mumbai,High,86.13,55,58.6,35,10,13,6,14,Big Data,30.38,30,75.25,80.41,A,8.3,76.45,67.15,49.21,58.27,Yes,Placed,12.47,Good
101422,Student_101422,Female,18,Data Science,4,Kolhapur,Middle,88.4,33,64.98,22,4,9,2,4,Deep Learning,28.73,26.71,95.63,87.17,A+,8.76,91.21,65.93,90.13,100,Yes,Placed,7.61,Excellent
101423,Student_101423,Male,18,IT,7,Thane,Upper Middle,74.84,45,60.0,26,11,14,2,14,Deep Learning,23.87,22.18,71.5,68.44,B,7.24,70.79,26.57,82.89,62.93,No,Not Placed,0,Average
101424,Student_101424,Male,18,IT,3,Kolhapur,Lower Middle,73.8,29,26.33,19,6,11,4,6,Big Data,23.59,21.91,65.23,64.92,B,6.23,33.74,77.49,39.07,23.24,No,Not Placed,0,Average
101425,Student_101425,Male,25,Data Science,6,Kolhapur,Lower Middle,81.79,62,40.53,32,10,14,6,12,Apache Spark,6.19,18.75,63.02,48.65,C,4.72,39.33,31.75,82.94,57.54,No,Not Placed,0,Poor
101426,Student_101426,Male,20,CSE,5,Nashik,Low,85.14,44,53.18,25,9,14,5,11,Apache Spark,,9.28,67.59,60.77,B,5.71,56.79,54.84,68.69,59.22,No,Not Placed,0,Average
101427,Student_101427,Female,25,ECE,2,Thane,Low,83.75,53,54.64,33,12,13,8,14,Statistics,26.6,21.79,63.67,66.31,B,6.09,42.74,30.98,62.62,52.24,No,Not Placed,0,Average
101428,Student_101428,Other,22,AIML,6,Pune,Upper Middle,69.68,18,56.22,18,6,9,4,4,Machine Learning,40,30,79.04,89.52,A+,8.78,85.83,64.3,57.37,87.61,No,Not Placed,0,Excellent
101429,Student_101429,Female,23,CSE,7,Thane,Middle,92.27,58,72.59,34,12,15,8,13,Machine Learning,28.28,26.64,80.77,79.35,A,7.94,82.77,60.88,76.66,,Yes,Placed,4.72,Good
101430,Student_101430,Male,21,Data Science,8,Thane,Upper Middle,66.96,14,300,17,6,8,3,4,Statistics,32.04,18.46,61.22,66.95,B,6.43,35.43,52.41,40.1,41.0,No,Not Placed,0,Average
101431,Student_101431,Female,24,IT,5,Thane,Middle,83.77,24,50.71,20,11,10,4,7,Apache Spark,21.82,20.16,75.82,67.72,B,6.63,47.89,62.7,59.37,65.27,No,Not Placed,0,Average
101432,Student_101432,Female,19,CSE,3,Thane,Lower Middle,76.27,21,500,21,7,10,6,9,Big Data,26.76,17.43,56.88,60.13,B,6.63,58.23,41.49,42.69,48.09,No,Not Placed,0,Average
101433,Student_101433,Other,23,AIML,2,Pune,High,65.33,34,21.08,24,9,13,4,7,Statistics,22.79,14.3,69.36,61.3,B,6.2,42.27,17.9,43.67,34.83,Yes,Not Placed,0,Average
101434,Student_101434,Male,25,IT,5,Nagpur,High,85.95,26,53.05,19,6,12,5,5,NLP,30.96,28.02,64.3,74.04,A,7.4,64.76,,60.07,69.96,No,Placed,4.75,Good
101435,Student_101435,Female,24,CSE,8,Nashik,High,52.8,26,24.98,8,3,4,2,0,Machine Learning,7.83,10.21,39.22,32.29,C,3.05,45.73,36.15,13.82,33.37,No,Not Placed,0,Poor
101436,Student_101436,Female,20,CSE,6,Satara,High,76.56,31,39.69,22,7,11,3,4,Apache Spark,32.58,24.48,72.47,76.99,A,7.57,82.04,83.11,63.33,61.27,Yes,Placed,3.83,Good
101437,Student_101437,Other,20,ECE,3,Nagpur,High,60.71,20,51.46,13,6,9,2,3,NLP,37.58,26.19,83.38,87.33,A+,9.02,80.64,61.2,35.95,60.65,No,Not Placed,0,Excellent
101438,Student_101438,Female,21,AIML,1,Nashik,High,81.49,39,51.79,25,11,10,4,8,NLP,22.55,19.11,50.79,55.04,B,5.69,47.39,37.13,53.27,37.94,No,Not Placed,0,Average
101439,Student_101439,Other,24,Data Science,8,Pune,High,83.41,40,74.55,27,7,11,8,11,Deep Learning,39.1,29.83,80.4,89.42,A+,8.85,89.28,78.57,81.56,72.22,Yes,Placed,12.27,Excellent
101440,Student_101440,Other,25,CSE,3,Thane,Middle,66.73,52,38.36,23,9,8,7,7,Statistics,27.23,17.68,60.89,62.65,B,6.19,47.56,47.83,43.68,49.81,Yes,Not Placed,0,Average
101441,Student_101441,Male,18,CSE,2,Satara,Middle,64.58,26,18.69,17,7,5,1,4,Big Data,14.47,11.16,40.79,38.69,C,3.72,19.04,18.56,35.25,1.95,No,Not Placed,0,Poor
101442,Student_101442,Female,21,AIML,7,Pune,Low,78.23,7,35.6,21,7,8,4,5,Deep Learning,20.13,23.13,66.3,63.67,B,6.48,48.09,58.44,43.18,41.57,No,Not Placed,0,Average
101443,Student_101443,Female,21,ECE,5,Thane,Low,64.44,28,38.28,15,5,7,0,0,NLP,27.61,26.02,83.48,79.79,A,7.88,79.14,86.36,56.36,49.48,No,Not Placed,0,Good
101444,Student_101444,Male,18,ECE,1,Satara,High,71.76,43,42.02,22,9,6,3,8,Big Data,30.24,14.82,74.46,69.79,B,7.23,51.97,,48.91,69.36,Yes,Not Placed,0,Average
101445,Student_101445,Female,20,ECE,1,Pune,High,78.53,23,20.96,21,8,10,2,2,Statistics,14.84,14.85,62.93,52.5,C,5.01,19.72,34.74,57.16,40.8,No,Not Placed,0,Poor
101446,Student_101446,Female,22,Data Science,3,Mumbai,Low,64.47,34,25.54,,9,12,1,7,Statistics,21.43,19.2,58.54,58.14,B,5.91,47.03,52.05,70.95,33.59,No,Not Placed,0,Average
101447,Student_101447,Female,19,CSE,6,Mumbai,Lower Middle,84.43,49,70.59,35,12,15,5,11,Deep Learning,40,28.93,90.14,94.35,A+,9.66,71.91,55.61,90.1,69.29,Yes,Placed,3.78,Excellent
101448,Student_101448,Female,21,Cyber Security,5,Mumbai,Upper Middle,83.52,64,,26,12,15,6,12,Deep Learning,23.74,17.97,44.62,52.09,C,5.24,39.74,16.68,79.04,52.07,Yes,Placed,3.15,Poor
101449,Student_101449,Other,22,Cyber Security,5,Kolhapur,Middle,,36,39.09,21,8,13,4,4,Deep Learning,31.85,28.78,68.8,77.48,A,7.67,62.61,47.9,67.86,51.23,No,Placed,45,Good
101450,Student_101450,Male,19,IT,8,Kolhapur,Middle,86.85,42,54.9,26,10,14,4,8,NLP,26.17,25.23,74.29,73.6,A,7.43,50.72,40.67,55.81,60.25,No,Not Placed,0,Good
101451,Student_101451,Male,25,CSE,4,,High,65.55,21,0,15,3,8,3,3,Deep Learning,8.98,8.85,36.52,30.9,C,3.0,17.18,39.94,31.4,5.81,No,Not Placed,0,Poor
101452,Student_101452,Other,22,CSE,2,Satara,High,64.95,28,38.91,21,10,6,3,1,Deep Learning,15.18,13.48,58.26,49.5,C,4.98,37.58,38.07,41.62,20.81,Yes,Not Placed,0,Poor
101453,Student_101453,Male,18,CSE,8,Mumbai,Lower Middle,55.87,19,0,8,5,3,1,2,Machine Learning,14.08,5.4,33.93,31.12,C,2.99,35.3,38.91,25.22,0,Yes,Not Placed,0,Poor
101454,Student_101454,Other,19,CSE,1,Pune,Middle,83.5,40,61.67,30,9,12,13,8,Big Data,28.9,27.48,56.92,68.45,B,6.87,52.66,61.25,77.6,41.67,No,Not Placed,0,Average
101455,Student_101455,Female,19,IT,2,Nashik,,82.86,56,67.27,40,11,16,9,14,Apache Spark,37.95,24.29,98.59,93.95,A+,9.75,66.32,69.99,56.21,79.64,No,Not Placed,0,Excellent
101456,Student_101456,Female,24,AIML,5,Nashik,Low,68.67,18,38.36,16,4,9,2,7,Machine Learning,25.06,21.71,48.55,57.55,B,5.55,41.51,48.81,55.87,55.9,Yes,Not Placed,0,Average
101457,Student_101457,Female,19,IT,1,Nagpur,Upper Middle,95.14,50,50.05,34,12,14,10,10,Apache Spark,9.86,11.34,35.41,32.66,C,2.84,7.59,15.93,86.77,17.07,No,Not Placed,0,Poor
101458,Student_101458,Female,20,AIML,7,Nagpur,Lower Middle,64.24,17,54.32,9,10,10,4,8,NLP,29.01,17.71,82.87,75.0,A,7.69,76.71,43.63,57.12,61.08,No,Not Placed,0,Good
101459,Student_101459,,21,AIML,8,Thane,,82.72,50,88.31,,10,13,4,12,Machine Learning,25.21,26.67,79.16,76.27,A,7.84,61.95,63.69,91.62,52.72,No,Placed,3.28,Good
101460,Student_101460,Female,21,AIML,3,Pune,Lower Middle,72.25,31,20.93,25,11,10,5,10,Statistics,30.49,17.53,,70.17,A,7.03,63.05,23.11,74.79,77.67,Yes,Placed,4.21,Good
101461,Student_101461,Other,19,Cyber Security,6,Nashik,Middle,70.49,27,33.22,13,5,6,0,5,NLP,17.56,14.5,53.31,49.49,C,5.11,45.84,43.08,,43.13,No,Not Placed,0,Poor
101462,Student_101462,Female,22,CSE,4,Kolhapur,Middle,82.45,59,16.36,24,11,15,4,3,Apache Spark,23.7,16.27,66.82,62.03,B,6.48,41.03,35.32,74.09,50.89,No,Not Placed,0,Average
101463,Student_101463,Female,22,Cyber Security,2,Satara,High,77.06,23,24.31,20,6,8,0,5,Apache Spark,27.12,21.06,58.6,63.68,B,6.38,58.01,45.65,54.9,35.97,No,Not Placed,0,Average
101464,Student_101464,,24,Data Science,6,Kolhapur,Upper Middle,76.2,31,44.36,25,8,14,8,6,Deep Learning,15.76,11.65,50.09,44.63,C,4.15,,46.71,54.25,57.63,No,Not Placed,0,Poor
101465,Student_101465,Female,25,AIML,6,Pune,Low,74.84,32,21.53,15,6,10,5,6,NLP,28.01,17.48,64.69,65.0,B,6.56,47.96,58.65,72.84,45.53,No,Not Placed,0,Average
101466,Student_101466,Female,20,Data Science,5,Nagpur,Upper Middle,69.55,24,38.29,24,6,13,0,1,NLP,19.23,21.38,55.92,56.63,B,5.68,49.93,50.64,41.47,48.29,Yes,Not Placed,0,Average
101467,Student_101467,Other,19,Cyber Security,1,Mumbai,Low,64.74,36,37.94,15,9,10,4,6,Deep Learning,18.24,14.77,60.48,53.76,C,5.36,41.11,56.94,52.26,48.84,No,Not Placed,0,Poor
101468,Student_101468,Male,20,AIML,1,Nagpur,Middle,72.17,30,78.73,27,10,12,3,8,Deep Learning,39.47,24.16,64.29,77.86,A,7.87,90.73,75.39,46.17,68.41,No,Not Placed,0,Good
101469,Student_101469,Female,25,Data Science,8,Pune,High,75.98,42,81.75,24,7,9,5,7,Apache Spark,35.63,25.54,82.13,84.81,A,8.64,51.12,63.37,,59.66,No,Not Placed,0,Good
101470,Student_101470,Male,20,Cyber Security,7,Thane,Lower Middle,75.52,33,74.73,25,8,11,4,5,Statistics,22.55,15.31,67.9,61.07,B,6.51,67.02,67.84,72.72,47.16,No,Not Placed,0,Average
101471,Student_101471,Female,23,Data Science,1,Satara,Middle,73.27,47,62.81,19,10,12,5,6,NLP,36.18,26.77,58.91,74.43,A,7.3,72.99,77.36,55.49,,No,Placed,3.2,Good
101472,Student_101472,Female,21,CSE,5,Nagpur,Lower Middle,57.55,37,16.11,15,7,9,0,2,Deep Learning,10.65,15.36,48.24,42.34,C,3.91,23.72,66.92,42.81,21.62,No,Not Placed,0,Poor
101473,Student_101473,Female,18,CSE,7,Kolhapur,Upper Middle,60.99,38,29.98,13,7,6,6,4,Statistics,10.63,8.84,49.08,38.41,C,3.62,34.83,31.41,40.0,37.7,No,Not Placed,0,Poor
101474,Student_101474,Male,22,ECE,5,,Lower Middle,76.76,41,73.62,23,9,11,6,8,Big Data,38.11,24.44,84.55,87.15,A+,9.04,99.75,55.96,59.13,69.52,No,Placed,13.42,Excellent
101475,Student_101475,Male,21,CSE,6,Nagpur,Lower Middle,73.22,27,52.13,14,7,7,3,0,Machine Learning,37.16,30,73.5,84.62,A,8.19,61.76,61.41,56.53,53.07,Yes,Not Placed,0,Good
101476,Student_101476,Female,24,Data Science,8,Nashik,Lower Middle,92.9,54,84.17,25,8,13,5,9,Machine Learning,40,30,100,100.0,A+,9.71,100,96.62,62.15,93.27,Yes,Placed,3.04,Excellent
101477,Student_101477,Female,22,AIML,4,,Upper Middle,67.42,50,50.11,29,12,12,5,8,Apache Spark,7.57,14.83,60.71,45.92,C,4.22,44.64,39.92,65.05,65.16,No,Not Placed,0,Poor
101478,Student_101478,Female,19,CSE,6,Nashik,Middle,74.17,34,54.1,24,11,10,6,6,Apache Spark,36.66,20.53,78.35,80.35,A,7.75,94.45,88.59,45.62,53.51,No,Placed,5.19,Good
101479,Student_101479,,25,CSE,8,Nagpur,Low,81.58,49,64.02,28,10,14,6,13,Big Data,40,21.09,81.99,85.06,A+,8.47,86.54,54.77,67.18,63.4,No,Not Placed,0,Excellent
101480,Student_101480,Female,21,AIML,6,Thane,High,48.39,22,11.14,5,5,5,1,5,Big Data,27.59,15.03,57.16,59.29,B,6.04,52.02,48.8,36.45,28.01,No,Not Placed,0,Average
101481,Student_101481,Male,24,AIML,3,Mumbai,Low,63.67,40,21.29,24,8,9,2,7,Deep Learning,15.11,9.15,32.91,33.89,C,3.7,14.51,,54.59,31.8,No,Not Placed,0,Poor
